Year,League,Name,Affiliation,Chapter,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th
2014,NL,Rick Hummel,St. Louis Post Dispatch,STL,Kershaw,Stanton,McCutchen,Rendon,Gonzalez,Holliday,Posey,Peralta,Harrison,Span
2014,NL,Ken Rosenthal,Fox Sports,WAS,McCutchen,Stanton,Kershaw,Lucroy,Posey,Rendon,Peralta,Puig,Gomez,Harrison
2014,NL,Mel Antonen,SI.com,WAS,McCutchen,Kershaw,Stanton,Rendon,Gonzalez,Pence,Werth,Gomez,Morneau,Rizzo
2015,AL,Ken Rosenthal,Fox Sports,BAL,Trout,Donaldson,Cain,Machado,Keuchel,Price,Beltre,Bautista,Cruz,DavisC
2015,AL,Rich Dubroff,CSNmidatlantic.com,BAL,Donaldson,Trout,Cain,Machado,Bautista,Encarnacion,Cruz,Cabrera,DavisC,Altuve
2015,AL,Michael Silverman,Boston Herald,BOS,Donaldson,Trout,Cain,Machado,Keuchel,Price,Beltre,DavisC,Martinez,Cruz
2015,AL,Peter Abraham,Boston Globe,BOS,Donaldson,Trout,Cain,Machado,Keuchel,Price,Beltre,Kinsler,Kiermaier,Betts
2015,AL,Scot Gregor,Daily Herald,CHI,Donaldson,Trout,Cain,Beltre,Encarnacion,Altuve,Cabrera,Machado,Bautista,Hosmer
2015,AL,Naoko Sato,Nikkan Sports News,CHI,Donaldson,Trout,Cain,Keuchel,Fielder,Cruz,Bautista,Price,Machado,Ortiz
2015,AL,Chris Assenheimer,The Chronicle-Telegram,CLE,Donaldson,Cruz,Trout,Cain,Fielder,Altuve,Encarnacion,Abreu,Martinez,Brantley
2015,AL,Paul Hoynes,NE Ohio Media Group,CLE,Donaldson,Trout,Bautista,Cain,Fielder,Encarnacion,DavisC,Cruz,Machado,Martinez
2015,AL,Anthony Fenech,Detroit Free Press,DET,Donaldson,Trout,Cain,Price,Machado,Keuchel,Martinez,Beltre,Cruz,Martin
2015,AL,Chris McCosky,Detroit News,DET,Donaldson,Trout,Cain,Cruz,Machado,Keuchel,Bautista,Encarnacion,Beltre,Martinez
2015,AL,Evan Drellich,Houston Chronicle,HOU,Donaldson,Trout,Machado,Keuchel,Price,Cain,Cruz,DavisC,Bautista,Beltre
2015,AL,Jesus Ortiz,Houston Chronicle,HOU,Donaldson,Trout,Machado,Cain,Cabrera,Bautista,Beltre,Keuchel,Cruz,Price
2015,AL,Joe Posnanski,NBCSports.com,KC,Trout,Donaldson,Cain,Machado,Keuchel,Cruz,DavisC,Cabrera,Fielder,DavisW
2015,AL,Sam Mellinger,Kansas City Star,KC,Trout,Donaldson,Cain,Machado,Kipnis,Martinez,DavisC,Betts,Kiermaier,Beltre
2015,AL,Tim Brown,Yahoo Sports,LA,Trout,Donaldson,Machado,Cain,Cruz,Bautista,DavisC,Keuchel,Cabrera,Beltre
2015,AL,Pedro Moura,Orange County Register,LA,Trout,Donaldson,Machado,Cain,Price,Keuchel,Sale,Kipnis,Beltre,Martin
2015,AL,La Velle E. Neal III,Minneapolis Star Tribune,MIN,Donaldson,Trout,Cain,Kipnis,Machado,Fielder,Cabrera,Altuve,Cruz,Martinez
2015,AL,Mike Berardino,St. Paul Pioneer Press,MIN,Donaldson,Trout,Cain,Machado,Keuchel,Encarnacion,Beltre,Price,Cruz,Hosmer
2015,AL,Wallace Matthews,ESPN.com,NY,Donaldson,Trout,Price,Cain,Keuchel,Machado,Beltre,Altuve,DavisC,Kiermaier
2015,AL,George A. King III,NY Post,NY,Donaldson,Trout,Bautista,Morales,Fielder,Altuve,Cain,Encarnacion,McCann,Cruz
2015,AL,Susan Slusser,San Francisco Chronicle,OAK,Donaldson,Trout,Cain,Beltre,Keuchel,Kiermaier,Machado,Altuve,Bautista,DavisC
2015,AL,John Hickey,Oakland Tribune,OAK,Donaldson,Trout,Cain,Beltre,Bautista,Altuve,Keuchel,Cruz,Price,Machado
2015,AL,Ryan Divish,Seattle Times,SEA,Donaldson,Trout,Cain,Machado,Cruz,Cabrera,Beltre,Keuchel,Bautista,Price
2015,AL,John McGrath,Tacoma News Tribune,SEA,Donaldson,Trout,Cabrera,Cain,Cruz,Bautista,Altuve,Encarnacion,Machado,Dozier
2015,AL,Marc Topkin,Tampa Bay Times,TB,Donaldson,Trout,Cain,Beltre,Machado,Keuchel,Price,Bautista,Cruz,Rodriguez
2015,AL,Roger Mooney,Tampa Tribune,TB,Donaldson,Trout,Cain,Machado,Price,Keuchel,Cruz,Bautista,Cabrera,Fielder
2015,AL,Gerry Fraley,Dallas Morning News,TEX,Trout,Donaldson,Cain,Keuchel,Beltre,Altuve,Encarnacion,Moustakas,Bautista,Fielder
2015,AL,Jeff Wilson,Fort Worth Star-Telegram,TEX,Trout,Donaldson,Cruz,Cain,Machado,Bautista,DavisC,Beltre,Correa,Cabrera
2015,AL,Richard Griffin,Toronto Star,TOR,Donaldson,Trout,Cain,Machado,Cruz,Altuve,Bautista,Beltre,Martinez,Kipnis
2015,AL,Bob Elliott,Toronto Sun,TOR,Donaldson,Trout,Cain,Machado,Keuchel,Beltre,Cruz,Bautista,Cabrera,Teixeira
2015,NL,Paul Newberry,The Associated Press,ATL,Harper,Rizzo,Greinke,Arrieta,Bryant,Goldschmidt,Arenado,Kershaw,Posey,Pollock
2015,NL,Charles Odum,The Associated Press,ATL,Harper,Goldschmidt,Rizzo,Arenado,Votto,Cespedes,Arrieta,Greinke,Gordon,Posey
2015,NL,Nick Piecoro,The Arizona Republic,AZ,Harper,Goldschmidt,Arrieta,Kershaw,Greinke,Votto,Pollock,Posey,McCutchen,Rizzo
2015,NL,Robert Nightengale,USA TODAY,AZ,Harper,Rizzo,McCutchen,Arenado,Goldschmidt,Votto,Cespedes,Posey,Gordon,Pollock
2015,NL,Gordon Wittenmyer,Chicago Sun Times,CHI,Harper,McCutchen,Goldschmidt,Rizzo,Posey,Votto,Heyward,Bryant,Greinke,Arenado
2015,NL,Bruce Miles,Daily Herald,CHI,Harper,Arrieta,McCutchen,Rizzo,Goldschmidt,Votto,Greinke,Heyward,Posey,Kershaw
2015,NL,John Fay,Cincinnati Enquirer,CIN,Harper,Goldschmidt,Greinke,Arrieta,Votto,Cespedes,McCutchen,Rizzo,Carpenter,Posey
2015,NL,Joe Kay,Associated Press,CIN,Harper,Goldschmidt,Votto,Posey,Rizzo,Arrieta,Carpenter,Cole,Greinke,Arenado
2015,NL,Jack Etkin,Honorary,COL,Harper,Greinke,Arenado,Goldschmidt,Votto,Rizzo,McCutchen,Posey,Arrieta,Pollock
2015,NL,Patrick Saunders,The Denver Post,COL,Harper,Arrieta,Arenado,Greinke,Kershaw,Goldschmidt,Cespedes,McCutchen,Posey,Votto
2015,NL,J.P. Hoornstra,Los Angeles News Group,LA,Harper,Goldschmidt,Greinke,Votto,Rizzo,Arenado,Pollock,Posey,Bryant,McCutchen
2015,NL,Mark Saxon,ESPN.com,LA,Harper,Greinke,Arrieta,Kershaw,Votto,Goldschmidt,Bryant,Rizzo,McCutchen,Posey
2015,NL,Clark Spencer,Miami Herald,MIA,Harper,Goldschmidt,Rizzo,Votto,Arenado,McCutchen,Arrieta,Greinke,Carpenter,Posey
2015,NL,Craig DavisC,South Florida Sun Sentinel,MIA,Harper,Arrieta,Bryant,Greinke,Votto,McCutchen,Goldschmidt,Kershaw,Rizzo,Posey
2015,NL,Tom Haudricourt,Milwaukee Journal Sentinel,MIL,Harper,Rizzo,Goldschmidt,Votto,McCutchen,Arenado,Arrieta,Greinke,Carpenter,Posey
2015,NL,Todd Rosiak,Milwaukee Journal Sentinel,MIL,Harper,Arrieta,Greinke,Arenado,Votto,Rizzo,Goldschmidt,Kershaw,McCutchen,Carpenter
2015,NL,Mike Puma,New York Post,NY,Harper,Goldschmidt,McCutchen,Rizzo,Votto,Posey,Granderson,Bryant,Gonzalez,Carpenter
2015,NL,Marc Carig,New York Newsday,NY,Harper,Arrieta,Greinke,Votto,Goldschmidt,Kershaw,Rizzo,McCutchen,Posey,Arenado
2015,NL,Jayson Stark,ESPN.com,PHI,Harper,Goldschmidt,Votto,Rizzo,McCutchen,Arenado,Greinke,Arrieta,Carpenter,Cespedes
2015,NL,Jim Salisbury,CSNPhilly.com,PHI,Harper,Goldschmidt,Arenado,Rizzo,Votto,McCutchen,Greinke,Arrieta,Carpenter,Pollock
2015,NL,Bill Brink,Pittsburgh Post-Gazette,PIT,Harper,Votto,Goldschmidt,McCutchen,Rizzo,Posey,Greinke,Arrieta,Kershaw,Pollock
2015,NL,Rob Biertempfel,Pittsburgh Tribune-Review,PIT,Harper,Goldschmidt,Votto,McCutchen,Rizzo,Posey,Bryant,Pollock,Arrieta,Heyward
2015,NL,Scott Miller,BleacherReport.com,SD,Harper,Goldschmidt,McCutchen,Votto,Heyward,Arrieta,Greinke,Rizzo,Arenado,Pollock
2015,NL,Dennis Lin,San Diego Union-Tribune,SD,Harper,Goldschmidt,Arenado,Votto,McCutchen,Posey,Bryant,Arrieta,Kershaw,Pollock
2015,NL,Alex Pavlovic,Comcast SportsNet Bay Area,SF,Harper,Goldschmidt,Votto,Rizzo,Posey,McCutchen,Kershaw,Arrieta,Greinke,Pollock
2015,NL,Henry Schulman,San Francisco Chronicle,SF,Harper,Goldschmidt,Votto,Rizzo,Arenado,Posey,Cespedes,McCutchen,Carpenter,Gonzalez
2015,NL,Derrick Goold,St. Louis Post Dispatch,STL,Harper,Goldschmidt,Rizzo,Greinke,Votto,Posey,McCutchen,Arrieta,Carpenter,Arenado
2015,NL,Rick Hummel,St. Louis Post Dispatch,STL,Harper,Goldschmidt,Rizzo,Arenado,McCutchen,Rosenthal,Carpenter,Arrieta,Gordon,Votto
2015,NL,Tim B. Kurkjian,ESPN.com,WAS,Harper,Goldschmidt,Arrieta,Greinke,Kershaw,McCutchen,Rizzo,Posey,Pollock,Heyward
2015,NL,Mark Zuckerman,CSNmidatlantic.com,WAS,Harper,Goldschmidt,Votto,McCutchen,Posey,Arenado,Arrieta,Greinke,Carpenter,Cespedes
2016,AL,Dan Connolly,BaltimoreBaseball.com,BAL,Betts,Trout,Altuve,Beltre,Machado,Donaldson,Cano,Ortiz,Britton,Cabrera
2016,AL,Tim Kurkjian,ESPN,BAL,Trout,Betts,Altuve,Donaldson,Machado,Ortiz,Beltre,Cano,Lindor,Cabrera
2016,AL,Sean McAdam,Comcast SportsNet New England,BOS,Betts,Donaldson,Altuve,Machado,Trout,Ortiz,Cano,Beltre,Britton,Seager
2016,AL,Brian MacPherson,Providence Journal,BOS,Trout,Betts,Donaldson,Altuve,Machado,Ortiz,Seager,Sale,Verlander,Lindor
2016,AL,Colleen Kane,Chicago Tribune,CHI,Trout,Betts,Altuve,Donaldson,Machado,Ortiz,Beltre,Lindor,Cabrera,Cano
2016,AL,Daryl Van Schouwen,Chicago Sun-Times,CHI,Trout,Betts,Altuve,Donaldson,Beltre,Machado,Lindor,Cano,Ortiz,Eaton
2016,AL,Paul Hoynes,cleveland.com,CLE,Betts,Trout,Donaldson,Ortiz,Altuve,Machado,Cano,Encarnacion,Lindor,Dozier
2016,AL,Jim Ingraham,Elyria Chronicle,CLE,Trout,Altuve,Betts,Donaldson,Ortiz,Machado,Cabrera,Dozier,Ramirez,Beltre
2016,AL,Jason Beck,MLB.com,DET,Betts,Trout,Donaldson,Altuve,Beltre,Ortiz,Lindor,Machado,Cabrera,Cano
2016,AL,Jon Paul Morosi,MLB.com,DET,Betts,Trout,Altuve,Ortiz,Donaldson,Machado,Beltre,Britton,Lindor,Cano
2016,AL,Brian McTaggart,MLB.com,HOU,Trout,Betts,Altuve,Ortiz,Donaldson,Cabrera,Beltre,Cruz,Cano,Machado
2016,AL,Richard Justice,MLB.com,HOU,Trout,Betts,Beltre,Altuve,Donaldson,Machado,Ortiz,Lindor,Cabrera,Cano
2016,AL,Rustin Dodd,The Kansas City Star,KC,Trout,Betts,Donaldson,Altuve,Cano,Machado,Ortiz,Cabrera,Beltre,Lindor
2016,AL,Jeff Passan,Yahoo Sports,KC,Trout,Betts,Donaldson,Altuve,Ortiz,Beltre,Machado,Cabrera,Cano,Lindor
2016,AL,Jeff Miller,Orange County Register,LA,Trout,Betts,Donaldson,Altuve,Machado,Cano,Beltre,Ortiz,Cabrera,Lindor
2016,AL,Jeff Fletcher,Orange County Register,LA,Trout,Donaldson,Betts,Altuve,Beltre,Ortiz,Machado,Cano,Cabrera,Kluber
2016,AL,Phil Miller,Minneapolis Star Tribune,MIN,Trout,Betts,Altuve,Machado,Donaldson,Cano,Seager,Lindor,Dozier,Ortiz
2016,AL,Rhett Bollinger,MLB.com,MIN,Trout,Betts,Donaldson,Altuve,Machado,Cano,Beltre,Lindor,Ortiz,Dozier
2016,AL,Mark Feinsand,New York Daily News,NY,Ortiz,Trout,Betts,Altuve,Cano,Donaldson,Machado,Beltre,Cabrera,Britton
2016,AL,George A. King III,New York Post,NY,Betts,Ortiz,Trout,Beltre,Altuve,Cabrera,Lindor,Donaldson,Machado,Cano
2016,AL,Susan Slusser,San Francisco Chronicle,OAK,Trout,Betts,Donaldson,Altuve,Ortiz,Cruz,Beltre,Machado,Cabrera,Cano
2016,AL,John Hickey,Oakland Tribune Bay Area News Group,OAK,Beltre,Betts,Altuve,Machado,Donaldson,Cabrera,Trout,Ortiz,Cano,Encarnacion
2016,AL,Larry Stone,Seattle Times,SEA,Trout,Betts,Altuve,Cano,Ortiz,Donaldson,Machado,Beltre,Lindor,Seager
2016,AL,Bob Dutton,Tacoma News Tribune,SEA,Trout,Altuve,Betts,Donaldson,Beltre,Machado,Ortiz,Cano,Cabrera,Dozier
2016,AL,Marc Topkin,Tampa Bay Times,TB,Betts,Trout,Altuve,Donaldson,Beltre,Machado,Lindor,Cano,Ortiz,Britton
2016,AL,Roger Mooney,Tampa Bay Times,TB,Trout,Betts,Altuve,Machado,Lindor,Donaldson,Ortiz,Cabrera,Britton,Longoria
2016,AL,Evan Grant,Dallas Morning News,TEX,Trout,Betts,Donaldson,Altuve,Beltre,Machado,Cabrera,Ortiz,Cano,Lindor
2016,AL,T.R. Sullivan,MLB.Com,TEX,Betts,Trout,Altuve,Beltre,Lindor,Ortiz,Cabrera,Machado,Donaldson,Cruz
2016,AL,Richard Griffin,Toronto Star,TOR,Trout,Betts,Altuve,Machado,Donaldson,Beltre,Ortiz,Lindor,Encarnacion,Dozier
2016,AL,Ken Fidlin,Toronto Sun,TOR,Betts,Trout,Altuve,Donaldson,Machado,Ortiz,Cano,Beltre,Cabrera,Encarnacion
2016,NL,Mark Bowman,MLB.com,ATL,Bryant,Rizzo,Murphy,Seager,Freeman,Votto,Syndergaard,Turner,Crawford,Arenado
2016,NL,Charles Odum,The Associated Press,ATL,Bryant,Murphy,Arenado,Rizzo,Seager,Freeman,Votto,Ramos,Hendriks,Braun
2016,NL,Robert Nightengale,USA TODAY,AZ,Bryant,Murphy,Rizzo,Seager,Arenado,Freeman,Votto,Cespedes,Goldschmidt,Braun
2016,NL,Nick Piecoro,The Arizona Republic,AZ,Bryant,Seager,Arenado,Murphy,Scherzer,Freeman,Rizzo,Segura,Votto,Bumgarner
2016,NL,Patrick Mooney,CSNCHICAGO.COM,CHI,Bryant,Murphy,Seager,Rizzo,Arenado,Turner,Cespedes,Ramos,Votto,Freeman
2016,NL,Mark Gonzales,Chicago Tribune,CHI,Bryant,Murphy,Rizzo,Seager,Arenado,Cespedes,Turner,Freeman,Votto,Segura
2016,NL,Mark Sheldon,MLB.com,CIN,Bryant,Rizzo,Seager,Murphy,Arenado,Freeman,Votto,Goldschmidt,LeMahieu,Cespedes
2016,NL,Zach Buchanan,Cincinnati Enquirer,CIN,Bryant,Freeman,Seager,Arenado,Rizzo,Votto,Murphy,Turner,Segura,Goldschmidt
2016,NL,Patrick Saunders,The Denver Post,COL,Bryant,Arenado,Seager,Murphy,Rizzo,Votto,Freeman,Cespedes,Scherzer,Blackmon
2016,NL,Tracy L Ringolsby,MLB.com,COL,Bryant,Seager,Arenado,Murphy,Bumgarner,Rizzo,Freeman,Familia,Scherzer,Turner
2016,NL,Ken Gurnick,MLB.com,LA,Bryant,Murphy,Seager,Arenado,Rizzo,Freeman,Votto,Turner,Yelich,Segura
2016,NL,Bill Plunkett,So. Cal. News Group,LA,Bryant,Murphy,Seager,Rizzo,Turner,Arenado,Posey,Scherzer,Freeman,Segura
2016,NL,Steven Wine,Associated Press,MIA,Bryant,Murphy,Seager,Arenado,Votto,Freeman,Rizzo,Scherzer,LeMahieu,Cueto
2016,NL,Clark Spencer,Miami Herald,MIA,Bryant,Rizzo,Murphy,Seager,Arenado,Freeman,Scherzer,Votto,Yelich,Segura
2016,NL,Michael Bauman,MLB.com,MIL,Bryant,Seager,Murphy,Arenado,Rizzo,Freeman,Votto,Cespedes,LeMahieu,Goldschmidt
2016,NL,Adam McCalvy,MLB.com,MIL,Bryant,Seager,Murphy,Rizzo,Arenado,Freeman,Votto,Cespedes,Turner,Goldschmidt
2016,NL,Mike Puma,New York Post,NY,Murphy,Bryant,Arenado,Seager,Rizzo,Cespedes,Freeman,Votto,Turner,Yelich
2016,NL,Marc Carig,Newsday NY,NY,Bryant,Seager,Murphy,Rizzo,Arenado,Freeman,Votto,Cespedes,Turner,Goldschmidt
2016,NL,Jayson Stark,ESPN.com,PHI,Bryant,Seager,Murphy,Arenado,Rizzo,Votto,Freeman,Scherzer,Segura,Syndergaard
2016,NL,Paul Hagen,MLB.com,PHI,Bryant,Murphy,Seager,Rizzo,Arenado,Crawford,Freeman,Votto,Scherzer,Goldschmidt
2016,NL,Travis Sawchik,Pittsburgh Tribune-Review,PIT,Bryant,Arenado,Seager,Rizzo,Murphy,Posey,Grandal,Freeman,Goldschmidt,Votto
2016,NL,Bill Brink,Pittsburgh Post-Gazette,PIT,Bryant,Seager,Rizzo,Murphy,Freeman,Arenado,Votto,Goldschmidt,Scherzer,LeMahieu
2016,NL,Scott Miller,Bleacher Report,SD,Bryant,Seager,Murphy,Rizzo,Arenado,Freeman,Cespedes,Turner,Votto,LeMahieu
2016,NL,Dennis Lin,San Diego Union-Tribune,SD,Bryant,Seager,Murphy,Rizzo,Arenado,Turner,Votto,Freeman,Goldschmidt,Crawford
2016,NL,Henry Schulman,San Francisco Chronicle,SF,Bryant,Seager,Murphy,Freeman,Rizzo,Arenado,Votto,Crawford,Cespedes,Molina
2016,NL,Andrew Baggarly,San Jose Mercury News,SF,Bryant,Murphy,Arenado,Seager,Rizzo,Russell,Crawford,Votto,Freeman,Segura
2016,NL,Derrick Goold,St. Louis Post-Dispatch,STL,Bryant,Arenado,Murphy,Seager,Rizzo,Scherzer,Votto,Freeman,Posey,Goldschmidt
2016,NL,Rick Hummel,St. Louis Post-Dispatch,STL,Bryant,Murphy,Rizzo,Arenado,Seager,Cespedes,Scherzer,Familia,Votto,Molina
2016,NL,Ken Rosenthal,Fox Sports,WAS,Bryant,Murphy,Seager,Rizzo,Arenado,Turner,Freeman,Votto,Cespedes,Segura
2016,NL,Jerry Crasnick,ESPN.com,WAS,Bryant,Seager,Arenado,Murphy,Rizzo,Freeman,Votto,Scherzer,Cespedes,Segura
2017,AL,Roch Kubatko,MASNsports.com,BAL,Altuve,Judge,Ramirez,Trout,Lindor,Simmons,Cruz,Schoop,Betts,Correa
2017,AL,Ken Rosenthal,The Athletic,BAL,Altuve,Judge,Ramirez,Trout,Lindor,Dozier,Kluber,Springer,Sale,Simmons
2017,AL,Rob Bradford,WEEI.com,BOS,Altuve,Judge,Ramirez,Lindor,Dozier,Kluber,Sale,Abreu,Hosmer,Trout
2017,AL,Nick Cafardo,Boston Globe,BOS,Altuve,Judge,Kluber,Trout,Simmons,Ramirez,Betts,Sale,Lindor,Gregorius
2017,AL,Daryl Van Schouwen,Chicago Sun-Times,CHI,Altuve,Judge,Ramirez,Betts,Lindor,Simmons,Sale,Kluber,Trout,Correa
2017,AL,Dan Hayes,NBC Sports Chicago,CHI,Altuve,Judge,Ramirez,Trout,Kluber,Lindor,Sale,Betts,Simmons,Abreu
2017,AL,Paul Hoynes,Cleveland.com,CLE,Altuve,Judge,Ramirez,Lindor,Trout,Betts,Upton,Dozier,Simmons,Springer
2017,AL,Jordan Bastian,MLB.com,CLE,Altuve,Judge,Ramirez,Trout,Kluber,Sale,Lindor,Betts,Springer,Simmons
2017,AL,Chris McCosky,Detroit News,DET,Altuve,Judge,Ramirez,Trout,Lindor,Betts,Springer,Simmons,Upton,Kluber
2017,AL,Anthony Fenech,Detroit Free Press,DET,Altuve,Judge,Ramirez,Lindor,Trout,Kluber,Sale,Hosmer,Simmons,Buxton
2017,AL,Brian McTaggart,MLB.com,HOU,Altuve,Judge,Trout,Ramirez,Kluber,Betts,Lindor,Cruz,Simmons,Gonzalez
2017,AL,Kristie Rieken,The Associated Press,HOU,Altuve,Judge,Ramirez,Trout,Betts,Lindor,Kluber,Springer,Simmons,Cruz
2017,AL,Rustin Dodd,Kansas City Star,KC,Ramirez,Altuve,Judge,Trout,Lindor,Kluber,Hosmer,Sale,Simmons,Betts
2017,AL,Sam Mellinger,Kansas City Star,KC,Judge,Altuve,Ramirez,Trout,Lindor,Betts,Buxton,Upton,Simmons,Hosmer
2017,AL,Jeff Miller,Orange County Register,LA,Altuve,Judge,Ramirez,Trout,Betts,Simmons,Kluber,Lindor,Sale,Correa
2017,AL,Tim Brown,Yahoo Sports,LA,Altuve,Judge,Trout,Ramirez,Lindor,Schoop,Simmons,Betts,Cruz,Gonzalez
2017,AL,Dave Campbell,Associated Press,MIN,Altuve,Judge,Trout,Ramirez,Betts,Lindor,Abreu,Dozier,Cruz,Hosmer
2017,AL,Patrick Reusse,Minneapolis Star Tribune,MIN,Altuve,Judge,Ramirez,Trout,Lindor,Sale,Kluber,Dozier,Gonzalez,Sanchez
2017,AL,George A. King III,New York Post,NY,Altuve,Judge,Ramirez,Lindor,Betts,Cruz,Encarnacion,Gregorius,Trout,Hosmer
2017,AL,Erik Boland,Newsday,NY,Altuve,Judge,Ramirez,Trout,Lindor,Betts,Springer,Schoop,Cruz,Abreu
2017,AL,Susan Slusser,San Francisco Chronicle,OAK,Altuve,Judge,Trout,Ramirez,Betts,Kluber,Correa,Simmons,Buxton,Cruz
2017,AL,Joe Stiglich,NBC Sports Bay Area,OAK,Altuve,Judge,Trout,Ramirez,Lindor,Betts,Kluber,Upton,Cruz,Schoop
2017,AL,Greg Johns,MLB.com,SEA,Altuve,Judge,Ramirez,Trout,Lindor,Kluber,Simmons,Betts,Sale,Cruz
2017,AL,Ryan Divish,Seattle Times,SEA,Altuve,Judge,Ramirez,Trout,Betts,Kluber,Lindor,Sale,Simmons,Cruz
2017,AL,Marc Topkin,Tampa Bay Times,TB,Altuve,Judge,Ramirez,Trout,Lindor,Betts,Cruz,Simmons,Kluber,Dozier
2017,AL,Roger Mooney,Tampa Bay Times,TB,Altuve,Judge,Ramirez,Trout,Cruz,Schoop,Simmons,Kluber,Abreu,Hosmer
2017,AL,TR Sullivan,MLB.Com,TEX,Altuve,Judge,Ramirez,Trout,Cruz,Abreu,Sale,Kluber,Gonzalez,Schoop
2017,AL,Jeff Wilson,Fort Worth Star-Telegram,TEX,Altuve,Judge,Trout,Ramirez,Sale,Kluber,Cruz,Betts,Lindor,Schoop
2017,AL,Richard Griffin,Toronto Star,TOR,Judge,Altuve,Ramirez,Betts,Trout,Lindor,Dozier,Hosmer,Kluber,DavisC
2017,AL,Gregor Chisholm,MLB.com,TOR,Altuve,Judge,Ramirez,Trout,Kluber,Sale,Lindor,Betts,Correa,Donaldson
2017,NL,Mark Bowman,MLB.com,ATL,Bryant,Stanton,Votto,Arenado,Goldschmidt,Rendon,Pham,Seager,Blackmon,Turner
2017,NL,Charles Odum,The Associated Press,ATL,Goldschmidt,Arenado,Stanton,Votto,Blackmon,Rendon,Bryant,Harper,Bellinger,Murphy
2017,NL,Nick Piecoro,The Arizona Republic,AZ,Votto,Stanton,Goldschmidt,Arenado,Scherzer,Blackmon,Bryant,Rendon,Martinez,Ozuna
2017,NL,Bob Nightengale,USA Today,AZ,Goldschmidt,Blackmon,Stanton,Arenado,Votto,Rendon,Bellinger,Martinez,Rizzo,Zimmerman
2017,NL,Mark Gonzales,Chicago Tribune,CHI,Goldschmidt,Votto,Blackmon,Stanton,Arenado,Rendon,Rizzo,Bellinger,Ozuna,Bryant
2017,NL,Jesse Rogers,ESPN.com,CHI,Votto,Stanton,Goldschmidt,Rendon,Rizzo,Bryant,Arenado,Blackmon,Bellinger,Martinez
2017,NL,C. Trent Rosecrans,Cincinnati Enquirer,CIN,Votto,Stanton,Blackmon,Goldschmidt,Arenado,Bryant,Rendon,Scherzer,Turner,Pham
2017,NL,Mark Sheldon,MLB.com,CIN,Votto,Goldschmidt,Stanton,Arenado,Rendon,Blackmon,Turner,Pham,Bryant,Ozuna
2017,NL,Tracy Ringolsby,MLB.com,COL,Blackmon,Goldschmidt,Arenado,Votto,Bryant,Stanton,Kershaw,Rendon,Scherzer,Rizzo
2017,NL,Patrick Saunders,The Denver Post,COL,Blackmon,Votto,Arenado,Stanton,Goldschmidt,Rendon,Bryant,Turner,Scherzer,Pham
2017,NL,Ken Gurnick,MLB.com,LA,Arenado,Blackmon,Stanton,Votto,Goldschmidt,Jansen,Bryant,Scherzer,Bellinger,Turner
2017,NL,J.P. Hoornstra,Southern California News Group,LA,Stanton,Votto,Bryant,Arenado,Goldschmidt,Rendon,Blackmon,Pham,Scherzer,Turner
2017,NL,Craig DavisC,South Florida Sun Sentinel,MIA,Stanton,Arenado,Votto,Goldschmidt,Blackmon,Bryant,Bellinger,Rendon,Ozuna,Harper
2017,NL,Joe Frisaro,MLB.com,MIA,Stanton,Blackmon,Votto,Goldschmidt,Rendon,Arenado,Bryant,Seager,Murphy,Ozuna
2017,NL,Todd Rosiak,Milwaukee Journal Sentinel,MIL,Stanton,Votto,Arenado,Goldschmidt,Rendon,Blackmon,Scherzer,Bryant,Kershaw,Greinke
2017,NL,Adam McCalvy,MLB.com,MIL,Votto,Stanton,Arenado,Goldschmidt,Bryant,Rendon,Blackmon,Turner,Pham,Ozuna
2017,NL,Marc Carig,Newsday,NY,Votto,Stanton,Blackmon,Arenado,Rendon,Bryant,Scherzer,Goldschmidt,Turner,Pham
2017,NL,Anthony DiComo,MLB.com,NY,Stanton,Votto,Blackmon,Arenado,Bryant,Goldschmidt,Rendon,Turner,Pham,Scherzer
2017,NL,Todd Zolecki,MLB.com,PHI,Votto,Stanton,Blackmon,Goldschmidt,Arenado,Bryant,Rendon,Harper,Bellinger,Turner
2017,NL,Jim Salisbury,NBC Sports Philadelphia,PHI,Arenado,Goldschmidt,Votto,Stanton,Blackmon,Bryant,Rendon,Turner,Bellinger,Harper
2017,NL,Stephen J. Nesbitt,Pittsburgh Post-Gazette,PIT,Votto,Stanton,Arenado,Goldschmidt,Rendon,Bryant,Blackmon,Turner,Scherzer,Pham
2017,NL,Rob Biertempfel,Pittsburgh Tribune-Review,PIT,Stanton,Votto,Goldschmidt,Arenado,Blackmon,Rendon,Turner,Harper,Rizzo,Bryant
2017,NL,Scott Miller,Bleacher Report,SD,Goldschmidt,Arenado,Stanton,Blackmon,Votto,Bryant,Turner,Rendon,Martinez,Bellinger
2017,NL,Dennis Lin,San Diego Union-Tribune,SD,Votto,Stanton,Arenado,Goldschmidt,Blackmon,Rendon,Bellinger,Bryant,Turner,Martinez
2017,NL,Andrew Baggarly,San Jose Mercury News,SF,Stanton,Votto,Goldschmidt,Arenado,Bryant,Bellinger,Rendon,Blackmon,Turner,Bradley
2017,NL,Henry Schulman,San Francisco Chronicle,SF,Stanton,Votto,Arenado,Goldschmidt,Rendon,Bellinger,Blackmon,Bryant,Turner,Pham
